archetype,metaRating,height,weight,skillMoves,weakFoot,attributeAcceleration,attributeSprintSpeed,attributePositioning,attributeFinishing,attributeShotPower,attributeLongShots,attributeVolleys,attributePenalties,attributeVision,attributeCrossing,attributeFkAccuracy,attributeShortPassing,attributeLongPassing,attributeCurve,attributeAgility,attributeBalance,attributeReactions,attributeBallControl,attributeDribbling,attributeComposure,attributeInterceptions,attributeHeadingAccuracy,attributeDefensiveAwareness,attributeStandingTackle,attributeSlidingTackle,attributeJumping,attributeStamina,attributeStrength,attributeAggression,Finesse Shot,Chip Shot,Power Shot,Dead Ball,Power Header,Low Driven Shot,Incisive Pass,Pinged Pass,Long Ball Pass,Tiki Taka,Whipped Pass,Jockey,Block,Intercept,Anticipate,Slide Tackle,Bruiser,Technical,Rapid,Flair,First Touch,Trickster,Press Proven,Quick Step,Relentless,Trivela,Acrobatic,Long Throw,Aerial,accelerateType_EXPLOSIVE,accelerateType_MOSTLY_EXPLOSIVE,accelerateType_CONTROLLED_EXPLOSIVE,accelerateType_CONTROLLED,accelerateType_CONTROLLED_LENGTHY,accelerateType_MOSTLY_LENGTHY,accelerateType_LENGTHY,bodytype_Lean Medium,bodytype_Average Medium,bodytype_Stocky Medium,bodytype_Lean Tall,bodytype_Average Tall,bodytype_Stocky Tall,bodytype_Lean Short,bodytype_Average Short,bodytype_Stocky Short,bodytype_Unique
centre_half,86.17219819589442,197,80,4,5,88,88,91,89,95,89,85,76,91,87,83,94,91,88,86,88,89,89,89,91,86,88,86,85,83,92,91,92,86,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
wide_half,82.92445736657221,197,80,4,5,88,88,91,89,95,89,85,76,91,87,83,94,91,88,86,88,89,89,89,91,86,88,86,85,83,92,91,92,86,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
shadow_striker,85.48478769459503,197,80,4,5,88,88,91,89,95,89,85,76,91,87,83,94,91,88,86,88,89,89,89,91,86,88,86,85,83,92,91,92,86,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
classic_ten,84.73353823498516,197,80,4,5,88,88,91,89,95,89,85,76,91,87,83,94,91,88,86,88,89,89,89,91,86,88,86,85,83,92,91,92,86,0,0,1,0,0,0,2,0,0,1,0,0,0,1,1,0,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
box_to_box,88.63511680062764,191,80,5,5,83,91,91,83,93,84,80,74,90,80,65,92,90,77,81,82,90,90,85,89,91,87,88,93,88,95,98,90,87,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
holding,88.93393192025563,191,80,5,5,83,91,91,83,93,84,80,74,90,80,65,92,90,77,81,82,90,90,85,89,91,87,88,93,88,95,98,90,87,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
deep_lying_playmaker,85.72566068705245,191,80,5,5,83,91,91,83,93,84,80,74,90,80,65,92,90,77,81,82,90,90,85,89,91,87,88,93,88,95,98,90,87,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
playmaker,85.14372956001492,191,80,5,5,83,91,91,83,93,84,80,74,90,80,65,92,90,77,81,82,90,90,85,89,91,87,88,93,88,95,98,90,87,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
half_winger,80.15041718257004,191,80,5,5,83,91,91,83,93,84,80,74,90,80,65,92,90,77,81,82,90,90,85,89,91,87,88,93,88,95,98,90,87,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
centre_half,87.15435226970247,191,80,5,5,83,91,91,83,93,84,80,74,90,80,65,92,90,77,81,82,90,90,85,89,91,87,88,93,88,95,98,90,87,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
wide_half,83.92692147242295,191,80,5,5,83,91,91,83,93,84,80,74,90,80,65,92,90,77,81,82,90,90,85,89,91,87,88,93,88,95,98,90,87,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
playmaker,85.51190855481322,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shadow_striker,84.18554773797833,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
half_winger,83.0083764706986,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
classic_ten,84.05877559041625,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,80.87906059444295,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
holding,74.79781772569659,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deep_lying_playmaker,80.52537836338668,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
winger,81.73483388960271,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wide_midfielder,81.06236027929107,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wide_playmaker,83.45605585006226,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
inside_forward,82.25454170955669,176,79,5,5,90,86,90,84,82,86,75,84,92,86,83,92,88,93,87,92,86,93,92,89,80,70,74,80,65,78,84,78,72,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
winger,85.56408195955783,175,74,5,4,96,92,90,89,86,85,82,92,89,82,83,89,86,87,95,94,90,93,96,92,53,68,36,35,28,68,87,72,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wide_midfielder,83.63209455045379,175,74,5,4,96,92,90,89,86,85,82,92,89,82,83,89,86,87,95,94,90,93,96,92,53,68,36,35,28,68,87,72,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wide_playmaker,85.98665328367095,175,74,5,4,96,92,90,89,86,85,82,92,89,82,83,89,86,87,95,94,90,93,96,92,53,68,36,35,28,68,87,72,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
inside_forward,87.53385262687388,175,74,5,4,96,92,90,89,86,85,82,92,89,82,83,89,86,87,95,94,90,93,96,92,53,68,36,35,28,68,87,72,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
playmaker,83.09246897206394,175,68,5,5,89,87,88,87,84,82,91,93,91,87,93,91,86,92,99,99,99,99,99,99,41,70,39,36,32,78,81,57,68,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
shadow_striker,87.44903014092685,175,68,5,5,89,87,88,87,84,82,91,93,91,87,93,91,86,92,99,99,99,99,99,99,41,70,39,36,32,78,81,57,68,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
half_winger,84.1933412509755,175,68,5,5,89,87,88,87,84,82,91,93,91,87,93,91,86,92,99,99,99,99,99,99,41,70,39,36,32,78,81,57,68,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
classic_ten,85.45923755763437,175,68,5,5,89,87,88,87,84,82,91,93,91,87,93,91,86,92,99,99,99,99,99,99,41,70,39,36,32,78,81,57,68,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
winger,85.33627512261324,175,68,5,5,89,87,88,87,84,82,91,93,91,87,93,91,86,92,99,99,99,99,99,99,41,70,39,36,32,78,81,57,68,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wide_midfielder,82.47713987992283,175,68,5,5,89,87,88,87,84,82,91,93,91,87,93,91,86,92,99,99,99,99,99,99,41,70,39,36,32,78,81,57,68,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
wide_playmaker,86.2014145470877,175,68,5,5,89,87,88,87,84,82,91,93,91,87,93,91,86,92,99,99,99,99,99,99,41,70,39,36,32,78,81,57,68,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
inside_forward,86.65554182558361,175,68,5,5,89,87,88,87,84,82,91,93,91,87,93,91,86,92,99,99,99,99,99,99,41,70,39,36,32,78,81,57,68,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
playmaker,86.75402576477919,183,73,4,5,90,90,93,88,93,94,85,86,90,88,74,95,93,85,84,88,91,92,91,91,83,83,77,81,76,84,95,85,82,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
shadow_striker,86.26485230546602,183,73,4,5,90,90,93,88,93,94,85,86,90,88,74,95,93,85,84,88,91,92,91,91,83,83,77,81,76,84,95,85,82,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
half_winger,86.70901994023555,183,73,4,5,90,90,93,88,93,94,85,86,90,88,74,95,93,85,84,88,91,92,91,91,83,83,77,81,76,84,95,85,82,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
classic_ten,87.54378207263477,183,73,4,5,90,90,93,88,93,94,85,86,90,88,74,95,93,85,84,88,91,92,91,91,83,83,77,81,76,84,95,85,82,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,89.2518801489829,183,73,4,5,90,90,93,88,93,94,85,86,90,88,74,95,93,85,84,88,91,92,91,91,83,83,77,81,76,84,95,85,82,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
holding,80.57791305745495,183,73,4,5,90,90,93,88,93,94,85,86,90,88,74,95,93,85,84,88,91,92,91,91,83,83,77,81,76,84,95,85,82,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
deep_lying_playmaker,83.92940147521622,183,73,4,5,90,90,93,88,93,94,85,86,90,88,74,95,93,85,84,88,91,92,91,91,83,83,77,81,76,84,95,85,82,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,89.01819281625127,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
holding,83.71022604235537,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
deep_lying_playmaker,87.20233603570342,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
playmaker,86.8161796983436,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
half_winger,81.22469217829547,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
centre_half,82.47517816486733,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
wide_half,81.12532993651816,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
winger,80.77897265320759,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
wide_midfielder,80.42563154122364,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
wide_playmaker,79.34967822156747,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
inside_forward,78.26280402754321,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
shadow_striker,82.22628762724628,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
classic_ten,83.11095373929692,183,79,4,5,81,84,85,81,93,91,87,80,91,86,87,93,94,90,84,85,94,91,86,91,88,80,84,85,83,85,93,83,87,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,81.7189834733219,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
holding,79.56477652381339,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
deep_lying_playmaker,77.15702793762324,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
playmaker,77.76035147804869,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
half_winger,73.31385031704907,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
centre_half,80.58715817315831,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
wide_half,76.0568096398402,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
shadow_striker,80.92969491581354,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
classic_ten,78.08350140292076,192,82,4,4,81,86,90,90,94,89,86,93,90,82,70,88,85,74,87,88,88,87,87,85,91,91,87,90,81,89,80,91,82,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
defender,88.9012877250455,191,86,3,3,85,90,56,44,86,56,45,56,54,66,42,80,72,49,72,74,90,84,62,93,90,91,93,95,91,86,84,95,95,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
stopper,86.22377157865682,191,86,3,3,85,90,56,44,86,56,45,56,54,66,42,80,72,49,72,74,90,84,62,93,90,91,93,95,91,86,84,95,95,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ball_playing_defender,83.17493087141642,191,86,3,3,85,90,56,44,86,56,45,56,54,66,42,80,72,49,72,74,90,84,62,93,90,91,93,95,91,86,84,95,95,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
winger,85.98402886015985,180,76,4,4,93,93,90,94,90,83,76,87,90,82,72,87,85,82,92,91,90,93,91,90,56,74,68,61,74,89,87,83,61,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wide_midfielder,83.33145188006965,180,76,4,4,93,93,90,94,90,83,76,87,90,82,72,87,85,82,92,91,90,93,91,90,56,74,68,61,74,89,87,83,61,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wide_playmaker,82.84697683599028,180,76,4,4,93,93,90,94,90,83,76,87,90,82,72,87,85,82,92,91,90,93,91,90,56,74,68,61,74,89,87,83,61,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
inside_forward,86.4910777284658,180,76,4,4,93,93,90,94,90,83,76,87,90,82,72,87,85,82,92,91,90,93,91,90,56,74,68,61,74,89,87,83,61,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
playmaker,83.13466652614093,180,76,4,4,93,93,90,94,90,83,76,87,90,82,72,87,85,82,92,91,90,93,91,90,56,74,68,61,74,89,87,83,61,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shadow_striker,85.0739805062102,180,76,4,4,93,93,90,94,90,83,76,87,90,82,72,87,85,82,92,91,90,93,91,90,56,74,68,61,74,89,87,83,61,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
half_winger,84.02064140696784,180,76,4,4,93,93,90,94,90,83,76,87,90,82,72,87,85,82,92,91,90,93,91,90,56,74,68,61,74,89,87,83,61,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
classic_ten,84.36072565512123,180,76,4,4,93,93,90,94,90,83,76,87,90,82,72,87,85,82,92,91,90,93,91,90,56,74,68,61,74,89,87,83,61,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
box_to_box,85.93547733961918,174,66,4,4,91,89,88,80,86,77,77,70,90,78,61,93,88,84,95,93,92,91,89,91,92,76,83,89,81,91,95,87,87,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
holding,84.96614799065681,174,66,4,4,91,89,88,80,86,77,77,70,90,78,61,93,88,84,95,93,92,91,89,91,92,76,83,89,81,91,95,87,87,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
deep_lying_playmaker,87.50660586887292,174,66,4,4,91,89,88,80,86,77,77,70,90,78,61,93,88,84,95,93,92,91,89,91,92,76,83,89,81,91,95,87,87,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
